序号,raw_name,standard_name,brand,brand_cn,model_canonical,model_display,model_aliases,reference_price,price_note,knowledge_record_id,knowledge_name,match_status,price_alignment,auto_sync_to_kb,review_required,review_reason,action
640,NANOFLARE 700 LIMITED NF,YONEX NANOFLARE 700 LIMITED,YONEX,尤尼克斯,NANOFLARE 700 LIMITED,YONEX NANOFLARE 700 LIMITED,NANOFLARE 700 LIMITED NF；YONEX NANOFLARE 700,1480,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-700,YONEX NANOFLARE 700,可按基准型号对应,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
645,NANOFLARE 700 TOUR 2NF,YONEX NANOFLARE 700 TOUR,YONEX,尤尼克斯,NANOFLARE 700 TOUR,YONEX NANOFLARE 700 TOUR,NANOFLARE 700 TOUR 2NF；YONEX NANOFLARE 700 TOUR；TOUR2NF,1070,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-700-TOUR,YONEX NANOFLARE 700 TOUR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
649,NANOFLARE 800 LT BP NANOFLARE800LTBP 疾光800ltbp NF800LTBP 疾光系列,YONEX NANOFLARE 800LT BP,YONEX,尤尼克斯,NANOFLARE 800LT BP,YONEX NANOFLARE 800LT BP,NANOFLARE 800 LT BP NANOFLARE800LTBP 疾光800ltbp NF800LTBP 疾光系列；YONEX NANOFLARE 800 LT；NF800LTBP；疾光,1400,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-800-LT,YONEX NANOFLARE 800 LT,可按基准型号对应,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
659,NANOFLARE DRIVE 疾光DR NFDRIVE NFDR NF,YONEX NANOFLARE,YONEX,尤尼克斯,NANOFLARE,YONEX NANOFLARE,NANOFLARE DRIVE 疾光DR NFDRIVE NFDR NF；YONEX NANOFLARE DRIVE；疾光,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-DRIVE,YONEX NANOFLARE DRIVE,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
664,NANOFLARE IAB NFIAB 疾光IAB NF,YONEX NANOFLARE,YONEX,尤尼克斯,NANOFLARE,YONEX NANOFLARE,NANOFLARE IAB NFIAB 疾光IAB NF；YONEX NANOFLARE IAB；疾光,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-IAB,YONEX NANOFLARE IAB,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
667,NANOFLARE SS 疾光SS NFSS NF,YONEX NANOFLARE,YONEX,尤尼克斯,NANOFLARE,YONEX NANOFLARE,NANOFLARE SS 疾光SS NFSS NF；YONEX NANOFLARE SS；疾光,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE-SS,YONEX NANOFLARE SS,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
670,NANOFLARE 皓白 NF皓白 疾光皓白 疾光系列,YONEX NANOFLARE,YONEX,尤尼克斯,NANOFLARE,YONEX NANOFLARE,NANOFLARE 皓白 NF皓白 疾光皓白 疾光系列；YONEX NANOFLARE；疾光,700,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANOFLARE,YONEX NANOFLARE,精确对应,已对应,NO,YES,疑似匹配到系列/泛型号，需人工确认,已标准化商品名；知识库价格不同步，需人工确认
672,AURASPEED HS PLUS 极音速 神速HSplus ARSHSPLUS ARS,VICTOR AURASPEED HS PLUS,VICTOR,胜利,AURASPEED HS PLUS,VICTOR AURASPEED HS PLUS,AURASPEED HS PLUS 极音速 神速HSplus ARSHSPLUS ARS；VICTOR AURASPEED HS PLUS；神速,1790,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-AURASPEED-HS,VICTOR AURASPEED HS PLUS,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
673,THRUSTER F 隼 黑金 黑金隼 黑隼 TKF隼 突击隼 TK,VICTOR THRUSTER F,VICTOR,胜利,THRUSTER F,VICTOR THRUSTER F,THRUSTER F 隼 黑金 黑金隼 黑隼 TKF隼 突击隼 TK；VICTOR THRUSTER F 隼 黑金 黑金隼 黑隼 TKF隼 突击隼 TK；突击,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-THRUSTER-F-隼-黑金-黑金隼-黑隼-TKF隼-突击隼-TK,VICTOR THRUSTER F 隼 黑金 黑金隼 黑隼 TKF隼 突击隼 TK,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
674,THRUSTER HAWK TK,VICTOR THRUSTER HAWK,VICTOR,胜利,THRUSTER HAWK,VICTOR THRUSTER HAWK,THRUSTER HAWK TK；VICTOR THRUSTER HAWK,820,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-THRUSTER-HAWK,VICTOR THRUSTER HAWK,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
675,THRUSTER HMR F/M/U 突击HMR TKHMRM 突击铁锤 TKHMRF TKHMRU 大铁锤 威克多VICTOR 突击系列,VICTOR THRUSTER HMR,VICTOR,胜利,THRUSTER HMR,VICTOR THRUSTER HMR,THRUSTER HMR F/M/U 突击HMR TKHMRM 突击铁锤 TKHMRF TKHMRU 大铁锤 威克多VICTOR 突击系列；VICTOR THRUSTER HMR；突击,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-THRUSTER-HMR,VICTOR THRUSTER HMR,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
676,THRUSTER RYUGA METALLIC 黑龙牙 龙牙M TK,VICTOR THRUSTER RYUGA METALLIC,VICTOR,胜利,THRUSTER RYUGA METALLIC,VICTOR THRUSTER RYUGA METALLIC,THRUSTER RYUGA METALLIC 黑龙牙 龙牙M TK；VICTOR THRUSTER RYUGA METALLIC,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-THRUSTER-RYUGA-METALLIC,VICTOR THRUSTER RYUGA METALLIC,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
677,THRUSTER RYUGA 龙牙之刃 TK,VICTOR THRUSTER RYUGA,VICTOR,胜利,THRUSTER RYUGA,VICTOR THRUSTER RYUGA,THRUSTER RYUGA 龙牙之刃 TK；VICTOR THRUSTER RYUGA,1480,参考价，非实时成交价；本系统不做交易、库存或下单判断,VICTOR-THRUSTER-RYUGA,VICTOR THRUSTER RYUGA,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
679,NANORAY 100 SH NR100SHEX 锐速100SH NANORAY100SH 锐速系列,YONEX NANORAY 100,YONEX,尤尼克斯,NANORAY 100,YONEX NANORAY 100,NANORAY 100 SH NR100SHEX 锐速100SH NANORAY100SH 锐速系列；YONEX NANORAY 100；NANORAY100；NR100SHEX；NANORAY100SH；锐速,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-100,YONEX NANORAY 100,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
685,NANORAY 20 NR,YONEX NANORAY 20,YONEX,尤尼克斯,NANORAY 20,YONEX NANORAY 20,NANORAY 20 NR；YONEX NANORAY 20；NANORAY20,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-20,YONEX NANORAY 20,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
697,NANORAY 60 FX 锐速60FX NR60FX NR,YONEX NANORAY 60,YONEX,尤尼克斯,NANORAY 60,YONEX NANORAY 60,NANORAY 60 FX 锐速60FX NR60FX NR；YONEX NANORAY 60；NANORAY60；NR60FX；锐速,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-60,YONEX NANORAY 60,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
705,NANORAY 7000 LD 锐速7000LD NR7000LD NR,YONEX NANORAY 7000,YONEX,尤尼克斯,NANORAY 7000,YONEX NANORAY 7000,NANORAY 7000 LD 锐速7000LD NR7000LD NR；YONEX NANORAY 7000；NANORAY7000；NR7000LD；锐速,1100,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-7000,YONEX NANORAY 7000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
711,NANORAY 750 BP NR750BP 锐速750BP NR,YONEX NANORAY 750 BP,YONEX,尤尼克斯,NANORAY 750 BP,YONEX NANORAY 750 BP,NANORAY 750 BP NR750BP 锐速750BP NR；YONEX NANORAY 750；NANORAY750；NR750BP；锐速,900,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-750,YONEX NANORAY 750,可按基准型号对应,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
715,NANORAY 80 FX 锐速80FX NR80FXEX NR,YONEX NANORAY 80,YONEX,尤尼克斯,NANORAY 80,YONEX NANORAY 80,NANORAY 80 FX 锐速80FX NR80FXEX NR；YONEX NANORAY 80；NANORAY80；NR80FXEX；锐速,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-80,YONEX NANORAY 80,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
721,NANORAY 900 AH/SE 锐速900 NR900AH NR900SE NANORAY900 锐速系列,YONEX NANORAY 900,YONEX,尤尼克斯,NANORAY 900,YONEX NANORAY 900,NANORAY 900 AH/SE 锐速900 NR900AH NR900SE NANORAY900 锐速系列；YONEX NANORAY 900；NANORAY900；NR900AH；NR900SE；锐速,1100,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-900,YONEX NANORAY 900,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
740,NANORAY Dynamic Action 锐速DA NR,YONEX NANORAY DYNAMIC,YONEX,尤尼克斯,NANORAY DYNAMIC,YONEX NANORAY DYNAMIC,NANORAY Dynamic Action 锐速DA NR；YONEX NANORAY DYNAMIC；锐速,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-DYNAMIC,YONEX NANORAY DYNAMIC,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
741,NANORAY Dynamic RX 锐速系列,YONEX NANORAY DYNAMIC,YONEX,尤尼克斯,NANORAY DYNAMIC,YONEX NANORAY DYNAMIC,NANORAY Dynamic RX 锐速系列；YONEX NANORAY DYNAMIC；锐速,550,参考价，非实时成交价；本系统不做交易、库存或下单判断,YONEX-NANORAY-DYNAMIC,YONEX NANORAY DYNAMIC,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
751,310TI AYPD388 Lining,LI-NING 310TI,LI-NING,李宁,310TI,LI-NING 310TI,310TI AYPD388 Lining；LI-NING 310TI；AYPD388,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-310TI,LI-NING 310TI,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
752,320TI AYPD390 Lining,LI-NING 320TI,LI-NING,李宁,320TI,LI-NING 320TI,320TI AYPD390 Lining；LI-NING 320TI；AYPD390,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-320TI,LI-NING 320TI,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
793,BP350Ti 350Ti Lining,LI-NING 350TI,LI-NING,李宁,350TI,LI-NING 350TI,BP350Ti 350Ti Lining；LI-NING 350TI；BP350TI,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-350TI,LI-NING 350TI,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
806,Flame N36 AYPG002 Lining,LI-NING N36,LI-NING,李宁,N36,LI-NING N36,Flame N36 AYPG002 Lining；LI-NING N36；N36；AYPG002,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N36,LI-NING N36,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
809,N90 IV AYPM264 N904 N90Ⅳ N904代 Lining,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,N90 IV AYPM264 N904 N90Ⅳ N904代 Lining；LI-NING WOODS N90；N90；AYPM264；N904,2180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
822,TB NANO 200B TB200B Lining,LI-NING TB200B,LI-NING,李宁,TB200B,LI-NING TB200B,TB NANO 200B TB200B Lining；LI-NING TB200B；NANO200B；TB200B,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TB200B,LI-NING TB200B,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
826,TB NANO N20 AYPF288 Lining,LI-NING N20,LI-NING,李宁,N20,LI-NING N20,TB NANO N20 AYPF288 Lining；LI-NING N20；N20；AYPF288,380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N20,LI-NING N20,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
829,TP100C AYPD130 Lining,LI-NING TP100C,LI-NING,李宁,TP100C,LI-NING TP100C,TP100C AYPD130 Lining；LI-NING TP100C；TP100C；AYPD130,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-TP100C,LI-NING TP100C,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
844,锋影900NEW 深圳大师赛限定配色 90new大师赛 Lining,LI-NING BLADEX 900 NEW,LI-NING,李宁,BLADEX 900 NEW,LI-NING BLADEX 900 NEW,锋影900NEW 深圳大师赛限定配色 90new大师赛 Lining；LI-NING 锋影900NEW 深圳大师赛限定配色 90NEW大师赛；锋影,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-锋影900NEW-深圳大师赛限定配色-90NEW大师赛,LI-NING 锋影900NEW 深圳大师赛限定配色 90NEW大师赛,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
859,220Ti AYPD400,LI-NING 220TI,LI-NING,李宁,220TI,LI-NING 220TI,220Ti AYPD400；LI-NING 220TI；AYPD400,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-220TI,LI-NING 220TI,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
870,RockS N33II 云动山 AYPE116 N33二代 Lining 山系列,LI-NING N33-II,LI-NING,李宁,N33-II,LI-NING N33-II,RockS N33II 云动山 AYPE116 N33二代 Lining 山系列；LI-NING N33-II；N33II；AYPE116,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N33-II,LI-NING N33-II,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
871,Rocks N33 云动山 蔡贇 Lining 山系列,LI-NING N33,LI-NING,李宁,N33,LI-NING N33,Rocks N33 云动山 蔡贇 Lining 山系列；LI-NING N33；N33,320,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N33,LI-NING N33,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
872,山系列礼盒 风林火山 AYPT065 Lining 山系列,LI-NING 礼盒 风林火山,LI-NING,李宁,礼盒 风林火山,LI-NING 礼盒 风林火山,山系列礼盒 风林火山 AYPT065 Lining 山系列；LI-NING 礼盒 风林火山；AYPT065,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-礼盒-风林火山,LI-NING 礼盒 风林火山,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
879,战戟6000 HALBERTEC6000 AYPU007 Lining 战戟系列,LI-NING HALBERTEC 6000,LI-NING,李宁,HALBERTEC 6000,LI-NING HALBERTEC 6000,战戟6000 HALBERTEC6000 AYPU007 Lining 战戟系列；LI-NING 战戟6000 HALBERTEC6000；AYPU007；战戟,1080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-战戟6000-HALBERTEC6000,LI-NING 战戟6000 HALBERTEC6000,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
880,战戟7000 HALBERTEC7000 AYPU013 Lining 战戟系列,LI-NING HALBERTEC 7000,LI-NING,李宁,HALBERTEC 7000,LI-NING HALBERTEC 7000,战戟7000 HALBERTEC7000 AYPU013 Lining 战戟系列；LI-NING 战戟7000 HALBERTEC7000；AYPU013；战戟,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-战戟7000-HALBERTEC7000,LI-NING 战戟7000 HALBERTEC7000,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
881,战戟7000 Ⅱ 战戟7000二代 AYPWO15 战戟7000Ⅱ HALBERTEC7000Ⅱ HALBERTEC7000新色 Lining 战戟系列,LI-NING HALBERTEC 7000,LI-NING,李宁,HALBERTEC 7000,LI-NING HALBERTEC 7000,战戟7000 Ⅱ 战戟7000二代 AYPWO15 战戟7000Ⅱ HALBERTEC7000Ⅱ HALBERTEC7000新色 Lining 战戟系列；LI-NING 战戟7000 II 战戟7000二代 战戟7000II HALBERTEC7000II HALBERTEC7000新色；AYPWO15；战戟,1380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-战戟7000-II-战戟7000二代-战戟7000II-HALBERTEC7000II-HALBERTEC7000新色,LI-NING 战戟7000 II 战戟7000二代 战戟7000II HALBERTEC7000II HALBERTEC7000新色,歧义，需要人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
882,战戟8000 AYPT013 AYPT015 HALBERTEC8000 Lining 战戟系列,LI-NING HALBERTEC 8000,LI-NING,李宁,HALBERTEC 8000,LI-NING HALBERTEC 8000,战戟8000 AYPT013 AYPT015 HALBERTEC8000 Lining 战戟系列；LI-NING HALBERTEC 8000；AYPT013；AYPT015；战戟,1680,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-HALBERTEC-8000,LI-NING HALBERTEC 8000,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
888,N90 III AYPH158 N903 N90三代 Lining 林系列,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,N90 III AYPH158 N903 N90三代 Lining 林系列；LI-NING WOODS N90；N90；AYPH158；N903,2180,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
891,WOODS N80 LTD AYPG122 N80LTD 黄金剑 Lining 林系列,LI-NING N80,LI-NING,李宁,N80,LI-NING N80,WOODS N80 LTD AYPG122 N80LTD 黄金剑 Lining 林系列；LI-NING N80；N80；AYPG122；N80LTD,280,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N80,LI-NING N80,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
892,WOODS N90 II N902 N90II AYPE016 Lining 林系列,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,WOODS N90 II N902 N90II AYPE016 Lining 林系列；LI-NING WOODS N90；N90；N902；N90II；AYPE016,2080,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
893,WOODS N90 N901 啸天林 Lining 林系列,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,WOODS N90 N901 啸天林 Lining 林系列；LI-NING WOODS N90；N90；N901,2380,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
894,Woods N90ⅡS,LI-NING WOODS N90,LI-NING,李宁,WOODS N90,LI-NING WOODS N90,Woods N90ⅡS；LI-NING WOODS N90,822,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-WOODS-N90,LI-NING WOODS N90,低置信对应-需人工确认,已按清单价与知识库价平均覆盖,YES,YES,价格已覆盖；名称/型号对应仍建议复核,参考价已按清单价与知识库价平均值覆盖；同步到知识库
895,林系列礼盒 风林火山 AYPT061 Lining 林系列,LI-NING 礼盒 风林火山,LI-NING,李宁,礼盒 风林火山,LI-NING 礼盒 风林火山,林系列礼盒 风林火山 AYPT061 Lining 林系列；LI-NING 礼盒 风林火山；AYPT061,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-礼盒-风林火山,LI-NING 礼盒 风林火山,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
896,Air Stream N50 Ⅲ AYPH154 AYPH164 N503 N50III N50三代 Lining 火系列,LI-NING N50-III,LI-NING,李宁,N50-III,LI-NING N50-III,Air Stream N50 Ⅲ AYPH154 AYPH164 N503 N50III N50三代 Lining 火系列；LI-NING N50-III；N50；AYPH154；AYPH164；N503；N50III,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N50-III,LI-NING N50-III,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
898,FLAME N65 AYPF064 Lining 火系列,LI-NING N65,LI-NING,李宁,N65,LI-NING N65,FLAME N65 AYPF064 Lining 火系列；LI-NING N65；N65；AYPF064,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-N65,LI-NING N65,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
899,Flame N50 AYPD224 N501 N50一代 Lining 火系列,LI-NING FLAME N50,LI-NING,李宁,FLAME N50,LI-NING FLAME N50,Flame N50 AYPD224 N501 N50一代 Lining 火系列；LI-NING FLAME N50；N50；AYPD224；N501,350,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-FLAME-N50,LI-NING FLAME N50,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
900,Flame N50 II AYPE018 N502 N50II Lining 火系列,LI-NING FLAME N50,LI-NING,李宁,FLAME N50,LI-NING FLAME N50,Flame N50 II AYPE018 N502 N50II Lining 火系列；LI-NING FLAME N50；N50；AYPE018；N502；N50II,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-FLAME-N50,LI-NING FLAME N50,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
901,Flame N55 AYPD214 N551 霹雳火 Lining 火系列,LI-NING FLAME N55,LI-NING,李宁,FLAME N55,LI-NING FLAME N55,Flame N55 AYPD214 N551 霹雳火 Lining 火系列；LI-NING FLAME N55；N55；AYPD214；N551,1780,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-FLAME-N55,LI-NING FLAME N55,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
902,Flame N55 Ⅱ AYPE108 N552 N55Ⅱ N55二代 Lining 火系列,LI-NING FLAME N55,LI-NING,李宁,FLAME N55,LI-NING FLAME N55,Flame N55 Ⅱ AYPE108 N552 N55Ⅱ N55二代 Lining 火系列；LI-NING FLAME N55；N55；AYPE108；N552,1880,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-FLAME-N55,LI-NING FLAME N55,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
905,火系列礼盒 风林火山 AYPT063 Lining 火系列,LI-NING 礼盒 风林火山,LI-NING,李宁,礼盒 风林火山,LI-NING 礼盒 风林火山,火系列礼盒 风林火山 AYPT063 Lining 火系列；LI-NING 礼盒 风林火山；AYPT063,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-礼盒-风林火山,LI-NING 礼盒 风林火山,模糊对应-建议人工确认,已对应（在知识库价格范围内）,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
907,BP300A Lining 立体编织系列,LI-NING BP300A,LI-NING,李宁,BP300A,LI-NING BP300A,BP300A Lining 立体编织系列；LI-NING BP300A；BP300A,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP300A,LI-NING BP300A,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
908,BP300B Lining 立体编织系列,LI-NING BP300B,LI-NING,李宁,BP300B,LI-NING BP300B,BP300B Lining 立体编织系列；LI-NING BP300B；BP300B,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP300B,LI-NING BP300B,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
909,BP300C Lining 立体编织系列,LI-NING BP300C,LI-NING,李宁,BP300C,LI-NING BP300C,BP300C Lining 立体编织系列；LI-NING BP300C；BP300C,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP300C,LI-NING BP300C,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
910,BP301A Lining 立体编织系列,LI-NING BP301A,LI-NING,李宁,BP301A,LI-NING BP301A,BP301A Lining 立体编织系列；LI-NING BP301A；BP301A,400,参考价，非实时成交价；本系统不做交易、库存或下单判断,LI-NING-BP301A,LI-NING BP301A,模糊对应-建议人工确认,已对应,NO,YES,非精确对应，保留人工复核,已标准化商品名；知识库价格不同步，需人工确认
